"","Sample_1_1","Sample_1_2","Sample_1_3","Sample_1_4","Sample_2_1","Sample_2_2","Sample_2_3","Sample_2_4"
"ENSG00000236792",2,3,2,1,6,3,3,6
"ENSG00000143207",347,497,355,383,475,401,446,327
"ENSG00000270859",0,0,0,0,0,0,0,0
"ENSG00000238224",0,0,0,0,0,1,0,0
"ENSG00000237492",0,0,0,0,0,0,0,0
"ENSG00000150681",0,0,0,0,0,0,0,0
"ENSG00000116906",467,597,430,455,391,330,370,284
"ENSG00000092969",151,206,282,233,44,35,32,14
"ENSG00000157181",145,198,204,166,123,128,126,86
"ENSG00000250762",0,2,1,0,0,0,0,2
"ENSG00000076258",19,17,26,22,0,2,0,0
"ENSG00000117697",287,424,315,291,325,258,307,236
"ENSG00000235083",0,0,0,0,0,0,0,0
"ENSG00000162669",24,51,47,39,58,52,63,41
"ENSG00000225904",0,0,0,0,0,0,0,0
"ENSG00000143641",2744,3926,3069,2713,663,584,705,612
"ENSG00000010932",0,0,0,0,0,0,0,0
"ENSG00000010072",97,150,106,134,68,60,61,51
"ENSG00000135766",212,338,189,215,381,247,279,296
"ENSG00000238054",0,0,0,0,0,0,0,0
"ENSG00000168243",3000,4022,2701,2586,4984,4760,5178,4342
"ENSG00000281453",0,0,0,0,0,0,0,0
"ENSG00000237469",0,0,0,0,0,0,0,0
"ENSG00000227613",0,0,0,0,0,0,0,0
"ENSG00000116183",57,67,41,43,26,28,33,14
"ENSG00000231612",0,0,0,1,0,1,0,0
"ENSG00000271036",0,0,0,0,0,0,0,0
"ENSG00000226868",0,0,0,0,0,0,0,0
"ENSG00000279401",0,0,0,0,0,0,0,0
"ENSG00000287450",0,0,0,0,0,0,0,0
"ENSG00000237011",0,0,0,0,0,0,0,0
"ENSG00000066027",57,98,73,116,40,29,47,29
"ENSG00000173728",1,5,3,2,0,1,1,2
"ENSG00000225811",0,0,0,0,2,0,0,0
"ENSG00000273093",0,0,1,0,0,0,0,0
"ENSG00000185523",2,1,1,2,0,0,1,0
"ENSG00000116711",5,9,9,2,0,2,4,1
"ENSG00000226750",0,0,0,0,0,0,0,0
"ENSG00000285665",7,15,13,15,3,9,10,8
"ENSG00000231022",0,0,0,0,0,0,0,0
"ENSG00000224436",0,0,0,0,0,0,0,0
"ENSG00000234915",0,1,0,0,0,0,0,0
"ENSG00000227585",0,0,0,0,0,0,0,0
"ENSG00000157060",0,0,0,0,0,0,0,0
"ENSG00000237213",0,0,0,0,0,0,0,0
"ENSG00000213045",0,0,0,0,0,1,0,0
"ENSG00000230063",0,0,0,0,0,0,0,0
"ENSG00000235467",0,0,0,0,0,0,0,0
"ENSG00000123684",866,1211,847,851,979,945,1038,759
"ENSG00000225338",1,0,1,0,0,0,0,0
"ENSG00000224407",0,0,0,0,0,0,0,0
"ENSG00000232463",0,0,0,0,0,0,0,0
"ENSG00000225171",0,8,3,3,6,2,0,2
"ENSG00000235386",0,0,0,0,0,0,0,0
"ENSG00000213690",0,0,0,0,0,0,1,0
"ENSG00000229832",1,0,0,0,0,2,0,0
"ENSG00000237514",0,0,1,0,0,0,0,0
"ENSG00000287856",0,0,0,0,0,0,0,0
"ENSG00000203705",123,172,133,148,186,127,156,96
"ENSG00000224040",0,1,0,0,0,0,0,0
"ENSG00000228686",0,0,0,0,0,0,0,0
"ENSG00000174175",4,1,0,0,0,0,0,1
"ENSG00000236401",0,0,0,0,0,0,0,0
"ENSG00000215800",0,0,0,0,0,0,0,0
"ENSG00000270936",0,0,0,0,0,0,0,0
"ENSG00000008118",120,188,179,193,101,94,127,118
"ENSG00000171161",378,497,373,376,491,430,460,377
"ENSG00000241505",0,0,0,0,0,0,0,0
"ENSG00000261453",0,0,0,0,1,0,0,1
"ENSG00000231020",0,0,0,0,0,0,0,0
"ENSG00000270818",0,0,0,0,0,0,0,0
"ENSG00000196878",11,20,19,17,14,11,18,19
"ENSG00000225561",0,0,0,0,0,0,0,0
"ENSG00000074964",597,858,577,568,947,903,928,804
"ENSG00000223847",0,0,0,0,0,0,0,0
"ENSG00000277704",2,0,1,0,0,0,0,0
"ENSG00000240963",0,0,0,0,0,0,0,0
"ENSG00000226570",0,0,0,0,0,0,0,0
"ENSG00000198929",134,213,162,155,153,133,140,98
"ENSG00000174606",158,240,214,196,241,238,216,180
"ENSG00000236905",1,5,0,1,1,1,3,0
"ENSG00000227887",0,0,0,0,0,0,0,0
"ENSG00000116903",197,278,180,195,284,185,210,174
"ENSG00000226196",0,0,0,0,0,0,0,0
"ENSG00000287354",0,3,1,0,0,0,0,0
"ENSG00000233827",0,0,1,0,0,0,0,0
"ENSG00000198797",11,40,16,13,335,203,202,175
"ENSG00000151414",417,678,671,725,52,56,64,50
"ENSG00000177614",401,600,394,401,692,576,733,594
"ENSG00000235182",0,0,0,0,0,0,0,0
"ENSG00000287157",0,0,0,0,0,0,0,0
"ENSG00000225755",0,0,0,0,0,0,0,0
"ENSG00000197472",8,8,7,6,18,18,13,13
"ENSG00000230184",0,2,0,0,0,0,1,0
"ENSG00000232436",0,0,0,0,0,0,0,0
"ENSG00000136643",452,594,425,475,567,453,537,413
"ENSG00000236317",0,0,0,0,4,0,0,1
"ENSG00000176855",0,0,0,0,0,0,0,0
"ENSG00000225401",0,6,1,1,0,1,1,0
"ENSG00000228190",0,0,0,0,0,0,0,0
"ENSG00000135747",1,2,0,0,1,1,1,0
"ENSG00000069248",516,678,597,557,592,546,569,424
"ENSG00000253148",0,0,1,0,0,0,0,0
"ENSG00000227751",0,0,0,0,0,0,0,0
"ENSG00000090104",78,82,82,80,0,0,1,0
"ENSG00000236468",0,0,0,0,0,0,0,0
"ENSG00000185220",35,61,44,61,69,70,53,32
"ENSG00000236101",0,0,0,0,0,0,0,3
"ENSG00000162769",397,522,372,323,460,472,431,343
"ENSG00000278684",0,0,0,0,0,0,0,0
"ENSG00000236775",0,0,0,0,0,0,0,0
"ENSG00000042781",9,16,7,11,9,11,12,12
"ENSG00000228646",0,0,0,0,0,0,0,0
"ENSG00000233332",0,0,0,1,0,1,2,0
"ENSG00000231984",0,0,0,0,0,0,0,0
"ENSG00000277462",56,58,58,62,73,62,80,59
"ENSG00000035687",428,657,446,502,301,253,251,222
"ENSG00000180287",283,387,229,253,101,79,57,67
"ENSG00000226693",0,0,0,0,0,0,0,0
"ENSG00000231272",0,0,0,0,0,0,0,0
"ENSG00000223828",0,0,0,0,0,0,0,0
"ENSG00000226723",0,0,0,2,0,0,1,0
"ENSG00000272672",0,0,0,0,0,0,0,0
"ENSG00000235096",0,0,0,0,0,0,0,2
"ENSG00000007341",105,102,80,115,108,91,84,80
"ENSG00000143324",7303,10616,7943,7926,7275,6641,8553,6553
"ENSG00000225222",0,1,1,0,0,0,0,0
"ENSG00000198842",0,2,4,2,1,0,0,0
"ENSG00000286619",24,85,51,50,51,52,95,58
"ENSG00000198756",1185,1791,1016,892,494,332,355,285
"ENSG00000227554",0,0,0,0,0,0,0,0
"ENSG00000178596",0,1,0,0,0,0,0,0
"ENSG00000054282",145,204,141,156,159,130,149,113
"ENSG00000183780",14,20,22,22,150,104,120,102
"ENSG00000229663",0,0,0,0,0,0,0,0
"ENSG00000162702",420,564,448,457,590,536,609,458
"ENSG00000228530",0,0,0,0,0,0,0,0
"ENSG00000143194",1,8,2,2,0,2,0,0
"ENSG00000054267",420,599,494,472,613,514,505,361
"ENSG00000287921",0,0,0,0,0,0,0,0
"ENSG00000232166",0,0,0,0,0,0,0,0
"ENSG00000175137",556,707,523,561,724,576,609,519
"ENSG00000134245",64,102,93,74,116,112,116,92
"ENSG00000187889",0,1,0,1,0,3,0,0
"ENSG00000097046",73,83,89,90,162,133,200,156
"ENSG00000231378",0,1,0,0,0,0,0,0
"ENSG00000235605",0,0,0,0,1,0,1,1
"ENSG00000224857",2,0,0,0,0,0,0,0
"ENSG00000273367",0,0,0,0,4,0,3,0
"ENSG00000231605",0,0,0,0,0,0,0,0
"ENSG00000236358",0,0,1,0,1,2,0,1
"ENSG00000203737",0,2,1,0,9,0,1,3
"ENSG00000215873",0,0,0,0,0,3,0,1
"ENSG00000185420",206,270,257,247,111,114,151,115
"ENSG00000272175",1,0,0,0,0,1,0,0
"ENSG00000213070",0,0,0,1,1,0,0,0
"ENSG00000229747",0,0,0,0,0,0,0,0
"ENSG00000136636",396,570,417,412,622,500,579,429
"ENSG00000225486",0,0,0,1,1,0,0,0
"ENSG00000163874",14,25,14,16,2,0,6,2
"ENSG00000213068",0,0,0,1,0,0,0,0
"ENSG00000054392",60,78,63,63,9,14,18,23
"ENSG00000188739",9,14,11,6,14,7,8,16
"ENSG00000273198",0,2,1,1,3,3,0,0
"ENSG00000225719",0,0,0,0,0,0,0,0
"ENSG00000273483",4,2,6,4,3,8,2,0
"ENSG00000232809",0,0,0,0,0,0,0,0
"ENSG00000285981",0,0,0,0,0,0,0,0
"ENSG00000215796",0,0,0,0,1,0,0,0
"ENSG00000233047",0,0,0,0,0,0,0,0
"ENSG00000143341",88,187,176,139,4,1,2,1
"ENSG00000116703",3,1,1,2,1,3,2,0
"ENSG00000264341",0,0,0,0,0,0,0,0
"ENSG00000264101",0,0,1,0,0,0,0,0
"ENSG00000252404",0,0,0,0,0,0,0,0
"ENSG00000243267",3,0,0,0,0,0,0,0
"ENSG00000252151",0,0,0,0,0,0,0,0
"ENSG00000252969",0,0,0,0,0,0,0,0
"ENSG00000252956",0,0,0,0,0,0,0,0
"ENSG00000284357",0,0,0,0,0,0,0,0
"ENSG00000207237",0,0,0,0,0,0,0,0
"ENSG00000252691",0,0,0,0,0,0,0,0
"ENSG00000207941",0,0,0,0,0,0,0,0
"ENSG00000199963",0,0,0,0,0,0,0,0
"ENSG00000264698",0,0,0,0,0,0,0,0
"ENSG00000207328",0,0,0,0,0,0,0,0
"ENSG00000207466",0,0,0,0,0,0,0,0
"ENSG00000252368",0,0,0,0,0,0,0,0
"ENSG00000206779",0,0,1,1,0,0,0,0
"ENSG00000200796",0,0,0,0,0,0,0,0
"ENSG00000252190",0,0,0,0,0,0,0,0
"ENSG00000283724",0,0,0,0,0,0,0,0
"ENSG00000284410",0,0,0,0,0,0,0,0
"ENSG00000252018",0,0,0,0,0,0,0,0
"ENSG00000206627",0,1,0,1,0,0,0,0
"ENSG00000207508",0,0,1,0,1,0,1,0
"ENSG00000200171",0,0,0,0,0,0,0,0
"ENSG00000207194",0,0,0,0,0,0,0,0
"ENSG00000283477",0,0,0,0,0,0,0,0
"ENSG00000263675",3,3,2,2,1,1,2,0
"ENSG00000238653",0,0,0,0,0,0,0,0
"ENSG00000212624",0,0,0,0,0,0,0,0
"ENSG00000200575",0,0,0,0,0,0,0,0
"ENSG00000212360",0,0,0,0,0,0,0,0
"ENSG00000251825",0,0,0,0,0,0,0,0
"ENSG00000222624",0,0,0,2,0,0,0,0
"ENSG00000223152",0,0,0,0,0,0,0,0
"ENSG00000212308",0,0,0,0,0,0,0,0
"ENSG00000276081",0,0,1,0,1,0,0,0
"ENSG00000239640",0,0,0,0,0,0,0,0
"ENSG00000252338",0,0,0,0,0,0,0,0
"ENSG00000239319",0,0,0,0,0,0,0,0
"ENSG00000251767",0,1,0,0,0,0,0,0
"ENSG00000202263",0,0,0,0,0,0,0,0
"ENSG00000199318",0,0,0,0,0,0,0,0
"ENSG00000199666",0,0,0,0,0,0,0,0
"ENSG00000200601",0,0,0,0,0,0,0,0
"ENSG00000242482",0,0,0,0,0,0,0,0
"ENSG00000201620",0,0,0,0,0,0,0,0
"ENSG00000206817",0,1,0,0,0,0,0,0
"ENSG00000264963",0,0,0,0,0,0,0,0
"ENSG00000198974",0,0,0,0,0,0,0,0
"ENSG00000212248",0,0,0,0,1,0,0,0
"ENSG00000207962",0,0,0,0,0,0,0,1
"ENSG00000207234",1,1,2,0,6,2,1,1
"ENSG00000202259",0,0,0,0,0,0,0,0
"ENSG00000212459",0,0,0,0,0,0,0,0
"ENSG00000263526",0,0,0,0,0,0,0,0
"ENSG00000211575",2,3,3,0,2,3,9,2
"ENSG00000202254",0,0,0,0,0,0,0,0
"ENSG00000201491",0,0,0,0,0,0,0,0
"ENSG00000275455",0,0,0,0,0,0,0,0
"ENSG00000200800",0,0,0,0,0,0,0,0
"ENSG00000252530",0,0,0,0,0,0,0,0
"ENSG00000200536",0,0,0,0,0,0,0,0
"ENSG00000211543",0,0,0,0,0,0,0,0
"ENSG00000252797",0,0,0,0,0,0,0,0
"ENSG00000212266",0,0,0,0,0,0,0,0
"ENSG00000222209",0,0,0,0,0,0,0,0
"ENSG00000277141",0,0,0,0,0,0,0,0
"ENSG00000215930",0,0,0,0,0,0,0,0
"ENSG00000238761",0,0,0,0,0,0,0,0
"ENSG00000222069",1,1,4,4,0,0,0,0
"ENSG00000252005",0,0,0,0,0,0,0,0
"ENSG00000252510",0,0,0,0,0,0,0,0
"ENSG00000252830",0,0,0,0,0,0,0,0
"ENSG00000283296",0,0,0,0,0,1,1,0
"ENSG00000252717",0,0,0,0,0,0,0,0
"ENSG00000277313",0,0,0,0,0,0,0,0
"ENSG00000207472",0,0,0,0,0,0,0,0
"ENSG00000199849",0,0,0,0,0,0,0,1
"ENSG00000212538",0,0,0,0,0,0,0,0
"ENSG00000251813",0,0,0,0,0,0,0,0
"ENSG00000207108",0,0,0,0,0,0,0,0
"ENSG00000202491",0,0,0,0,0,0,0,0
"ENSG00000201596",0,0,0,0,0,0,0,0
"ENSG00000273629",0,0,0,0,0,0,0,0
"ENSG00000201493",0,0,0,0,0,0,0,0
"ENSG00000200139",0,0,0,0,0,0,0,0
"ENSG00000253025",0,0,0,0,0,0,0,0
"ENSG00000201544",0,0,1,0,0,0,0,0
"ENSG00000202498",0,0,0,0,0,0,0,0
"ENSG00000221545",0,0,0,0,0,0,0,0
"ENSG00000252906",0,0,0,0,0,1,1,0
"ENSG00000202329",0,0,0,0,0,0,0,0
"ENSG00000242794",0,0,0,0,0,0,0,0
"ENSG00000283340",0,0,0,0,0,0,0,0
"ENSG00000252860",0,0,0,0,0,0,0,0
"ENSG00000263390",0,0,0,0,0,0,0,0
"ENSG00000207181",0,1,0,0,0,0,1,0
"ENSG00000264377",0,0,0,0,0,0,0,0
"ENSG00000207149",0,0,0,0,0,0,0,0
"ENSG00000284485",0,0,0,0,0,0,0,0
"ENSG00000239494",3,0,1,1,2,1,0,0
"ENSG00000199442",0,0,0,0,0,0,0,0
"ENSG00000239690",0,0,0,0,0,0,0,0
"ENSG00000202184",0,0,0,0,0,0,1,0
"ENSG00000241395",0,1,0,0,0,0,0,0
"ENSG00000200982",0,0,0,0,0,0,0,0
"ENSG00000222407",0,0,0,0,0,0,0,0
"ENSG00000200495",0,0,0,0,0,0,0,0
"ENSG00000252553",0,0,0,0,0,0,0,0
"ENSG00000222240",0,0,0,0,0,0,0,0
"ENSG00000212187",0,0,0,0,0,0,0,0
"ENSG00000200036",0,0,0,0,0,0,0,0
"ENSG00000212610",0,0,0,0,0,0,0,0
"ENSG00000200327",0,0,0,0,0,0,0,0
"ENSG00000200972",0,0,0,0,0,0,0,0
"ENSG00000252011",0,0,0,0,0,0,0,0
"ENSG00000207326",0,0,0,0,0,0,0,1
"ENSG00000212205",1,4,0,0,1,1,0,2
"ENSG00000264358",0,0,0,0,0,0,0,0
"ENSG00000212527",0,0,0,0,0,0,0,0
"ENSG00000252879",0,0,0,0,0,0,0,0
"ENSG00000202264",0,0,0,0,0,0,0,0
"ENSG00000285609",0,0,0,0,0,0,0,0
"ENSG00000252084",0,0,1,0,0,0,0,0
"ENSG00000200085",0,0,0,0,0,0,0,0
"ENSG00000264500",0,0,0,0,0,0,0,0
"ENSG00000202025",0,0,0,0,0,0,0,0
"ENSG00000225545",0,0,0,0,0,0,0,0
"ENSG00000206990",0,0,0,0,0,0,0,0
"ENSG00000230175",0,1,1,0,0,0,0,0
"ENSG00000225272",0,0,0,1,0,0,0,0
"ENSG00000273365",0,0,0,1,0,0,0,0
"ENSG00000230659",0,0,0,1,0,0,0,0
"ENSG00000162545",1116,1797,1081,1113,4718,4810,5285,4949
"ENSG00000090432",331,446,324,333,301,244,270,225
"ENSG00000215520",0,2,0,0,0,0,0,0
"ENSG00000183114",135,196,124,122,4,10,5,7
"ENSG00000158825",0,0,0,0,0,0,0,0
"ENSG00000158828",341,426,353,341,357,317,372,298
"ENSG00000284005",0,0,0,0,0,0,0,0
"ENSG00000234473",0,0,1,0,1,0,1,0
"ENSG00000238754",0,0,0,0,0,0,0,0
"ENSG00000221680",0,0,0,0,0,0,0,0
"ENSG00000162630",139,193,105,124,451,255,223,169
"ENSG00000276735",0,1,1,0,0,0,0,2
"ENSG00000229639",0,0,0,0,0,0,0,0
"ENSG00000287453",0,0,0,0,0,0,0,0
"ENSG00000270615",0,0,0,0,0,0,1,0
"ENSG00000287283",0,1,0,1,2,3,2,1
"ENSG00000240692",0,0,0,0,0,1,1,0
"ENSG00000237919",0,0,0,0,0,2,3,4
"ENSG00000066557",391,473,392,469,521,452,540,355
"ENSG00000244389",0,0,0,0,0,1,0,0
"ENSG00000228988",0,0,0,0,0,0,0,0
"ENSG00000118454",404,625,412,400,500,345,406,311
"ENSG00000116761",48,55,61,59,44,35,41,39
"ENSG00000278636",0,1,0,0,0,0,0,0
"ENSG00000271992",2,7,1,3,6,3,3,7
"ENSG00000237033",0,0,1,0,0,0,0,0
"ENSG00000007968",17,27,13,21,0,1,0,3
"ENSG00000117318",2104,3099,2669,2751,12,18,12,3
"ENSG00000229239",0,0,0,0,0,0,0,0
"ENSG00000142676",1933,2293,2021,2484,2152,1736,2228,1825
"ENSG00000057757",535,805,499,550,654,561,628,493
"ENSG00000117308",186,307,246,186,363,360,398,320
"ENSG00000273844",0,0,0,0,0,0,0,0
"ENSG00000235748",0,0,0,0,0,0,0,0
"ENSG00000221879",0,0,0,0,0,0,0,0
"ENSG00000230260",0,0,0,0,0,0,0,0
"ENSG00000199241",0,0,0,0,0,0,0,0
"ENSG00000223963",0,1,0,0,3,0,0,0
"ENSG00000215802",0,0,0,0,0,0,0,0
"ENSG00000233615",0,0,0,0,2,0,0,2
"ENSG00000238085",0,0,0,0,0,0,0,0
"ENSG00000265831",0,0,0,0,0,0,0,0
"ENSG00000224348",0,0,0,0,0,0,0,0
"ENSG00000287738",0,0,0,0,1,2,7,1
"ENSG00000132703",0,0,0,0,0,0,0,0
"ENSG00000276632",0,0,0,0,0,0,0,0
"ENSG00000223603",0,0,0,0,0,0,0,0
"ENSG00000132693",0,0,0,0,0,0,0,0
"ENSG00000235226",0,0,0,0,0,0,0,0
"ENSG00000158716",5,8,3,8,1,1,2,0
"ENSG00000181036",0,0,0,0,0,0,0,0
"ENSG00000158714",0,0,0,0,0,0,0,0
"ENSG00000212161",0,0,0,0,0,0,0,0
"ENSG00000243284",3,0,0,0,0,0,0,0
"ENSG00000213085",13,20,16,15,0,1,0,0
"ENSG00000266458",0,0,0,0,0,0,0,0
"ENSG00000287040",0,0,0,0,0,0,0,0
"ENSG00000279430",0,0,0,0,0,0,0,0
"ENSG00000162723",0,3,1,4,1,0,0,0
"ENSG00000273933",0,0,0,0,0,0,0,0
"ENSG00000256029",0,0,0,0,0,0,1,0
"ENSG00000188004",0,0,1,0,0,0,0,0
"ENSG00000266580",0,0,0,0,0,0,1,0
"ENSG00000254545",2,0,0,0,0,0,0,0
"ENSG00000269967",0,0,2,1,1,6,0,0
"ENSG00000228634",1,1,2,0,0,0,1,1
"ENSG00000284702",0,0,0,0,0,0,0,0
"ENSG00000221040",1,0,0,0,0,0,0,0
"ENSG00000163399",1903,2931,2949,2965,697,697,854,978
"ENSG00000212385",0,0,0,0,0,0,0,0
"ENSG00000200547",0,0,0,0,0,0,0,0
"ENSG00000224950",3,4,8,4,0,1,0,0
"ENSG00000177888",396,589,477,506,620,483,501,362
"ENSG00000243364",45,47,49,44,4,7,2,1
"ENSG00000251246",0,0,0,0,0,0,0,0
"ENSG00000143590",126,217,191,156,284,214,227,207
"ENSG00000202027",0,0,0,0,0,0,0,0
"ENSG00000169242",57,110,75,73,4,7,4,10
"ENSG00000169241",157,178,157,135,78,62,79,57
"ENSG00000223452",0,0,0,0,0,2,0,0
"ENSG00000163463",9,34,22,26,34,20,40,32
"ENSG00000273088",0,0,0,0,0,0,0,0
"ENSG00000284586",0,0,0,0,0,0,0,0
"ENSG00000169231",184,328,284,237,133,116,109,95
"ENSG00000177628",409,582,472,507,177,187,135,121
"ENSG00000143630",483,722,478,418,1091,1094,1047,972
"ENSG00000143627",3,0,1,1,3,0,2,0
"ENSG00000253074",0,0,0,0,0,0,0,0
"ENSG00000252116",0,0,0,0,0,0,0,0
"ENSG00000228523",0,0,0,0,0,0,0,0
"ENSG00000223263",1,2,0,0,0,0,0,0
"ENSG00000207504",0,0,0,0,0,0,0,0
"ENSG00000238139",0,0,0,0,0,0,0,0
"ENSG00000197721",0,0,0,0,0,0,0,0
"ENSG00000244703",0,0,0,0,0,0,0,0
"ENSG00000226289",0,0,0,0,0,0,0,0
"ENSG00000285239",0,0,0,0,0,0,0,0
"ENSG00000234219",0,0,0,0,0,0,1,1
"ENSG00000174059",270,350,297,268,8,4,3,3
"ENSG00000158731",0,0,0,0,0,0,0,0
"ENSG00000201746",0,1,0,1,0,0,0,0
"ENSG00000264881",0,0,0,0,0,0,1,0
"ENSG00000199562",0,1,0,1,4,0,3,1
"ENSG00000264501",0,0,0,0,0,0,0,0
"ENSG00000284735",26,62,43,39,73,66,55,42
"ENSG00000284642",51,94,59,45,86,84,90,63
"ENSG00000142657",1905,2429,1835,1992,2164,1712,1953,1613
"ENSG00000271989",0,1,0,0,0,0,0,0
"ENSG00000251503",0,0,0,0,0,4,0,2
"ENSG00000175279",7,7,7,12,8,6,10,5
"ENSG00000160049",474,652,470,489,546,476,547,497
"ENSG00000203469",0,0,0,0,0,0,0,0
"ENSG00000236035",0,2,0,1,0,2,1,1
"ENSG00000221643",4,3,0,1,1,0,2,3
"ENSG00000227417",2,1,0,0,1,0,0,1
"ENSG00000223505",0,0,0,0,0,1,1,0
"ENSG00000182004",126,144,126,160,149,109,145,107
"ENSG00000236430",0,0,0,0,2,0,0,2
"ENSG00000130768",4,3,2,1,0,0,1,0
"ENSG00000238231",0,3,0,0,0,0,0,0
"ENSG00000240750",0,0,2,0,0,0,0,0
"ENSG00000158156",23,28,14,17,5,0,1,2
"ENSG00000182118",34,56,41,56,33,21,32,22
"ENSG00000283799",0,0,0,0,0,0,0,0
"ENSG00000227934",12,14,5,12,12,11,15,10
"ENSG00000229595",0,0,0,0,0,0,0,0
"ENSG00000143633",58,88,67,79,90,87,84,63
"ENSG00000281912",9,6,4,10,15,11,19,13
"ENSG00000288208",0,0,0,0,0,0,0,0
"ENSG00000132773",63,93,63,76,100,85,93,65
"ENSG00000070759",29,35,21,29,2,3,7,4
"ENSG00000236872",0,0,2,0,0,0,0,0
"ENSG00000280670",8,13,10,15,9,4,6,2
"ENSG00000132763",78,78,83,72,107,74,102,93
"ENSG00000226164",0,0,0,0,0,0,0,0
"ENSG00000224014",0,0,0,0,0,0,0,0
"ENSG00000215795",0,0,0,1,2,0,1,1
"ENSG00000259865",15,18,13,23,10,17,6,6
"ENSG00000283881",0,0,0,0,0,0,0,0
"ENSG00000252516",1,0,1,0,0,1,0,1
"ENSG00000214144",0,0,0,0,1,0,0,0
"ENSG00000235818",0,0,0,0,0,0,0,0
"ENSG00000202079",3,1,0,1,6,1,2,2
"ENSG00000169224",0,0,0,0,0,0,0,0
"ENSG00000177489",0,0,0,0,0,0,0,0
"ENSG00000177476",0,0,0,0,0,0,0,0
"ENSG00000283369",0,0,0,0,0,0,0,0
"ENSG00000230411",0,0,0,0,0,0,0,0
"ENSG00000251977",0,0,0,0,0,0,0,0
"ENSG00000252254",1,2,0,0,0,0,0,1
"ENSG00000227854",0,1,0,0,0,0,0,0
"ENSG00000215805",0,0,0,0,0,0,0,0
"ENSG00000228818",0,2,2,0,1,2,1,1
"ENSG00000202041",0,0,0,0,0,0,0,0
"ENSG00000223694",0,0,0,0,0,0,0,0
"ENSG00000233735",0,0,0,0,2,0,0,0
"ENSG00000133019",383,556,318,277,202,153,186,136
"ENSG00000162636",544,716,505,434,528,442,494,387
"ENSG00000162639",11,3,1,3,13,13,8,11
"ENSG00000134186",248,397,311,305,340,306,343,273
"ENSG00000143107",2,1,0,1,1,1,0,0
"ENSG00000232971",0,0,0,0,0,0,0,0
"ENSG00000116266",215,293,230,256,137,105,99,74
"ENSG00000228076",0,0,0,1,0,0,0,0
"ENSG00000237349",0,0,0,0,0,0,0,0
"ENSG00000244716",16,11,19,20,18,19,16,9
"ENSG00000228665",0,0,1,0,0,0,1,0
"ENSG00000228054",0,0,0,0,0,0,0,0
"ENSG00000215717",339,471,427,416,457,433,485,364
"ENSG00000278249",0,0,0,0,0,0,0,0
"ENSG00000251484",1,1,1,1,0,0,0,0
"ENSG00000132676",383,510,407,414,432,361,410,348
"ENSG00000234937",0,0,1,0,0,0,0,0
"ENSG00000132718",5142,7465,5850,5603,4667,3888,3915,3233
"ENSG00000283442",0,1,0,0,1,1,1,0
"ENSG00000132680",367,501,373,362,479,424,431,368
"ENSG00000207475",1,0,1,0,0,0,0,1
"ENSG00000280466",0,0,0,0,0,0,0,0
"ENSG00000281394",0,0,0,0,0,0,0,0
"ENSG00000277817",0,0,0,0,0,0,0,0
"ENSG00000224276",0,0,0,0,0,1,0,0
"ENSG00000163479",654,804,700,691,687,553,673,535
"ENSG00000160803",681,930,740,774,1190,949,1332,1040
"ENSG00000132698",3,1,2,2,5,3,1,5
"ENSG00000252236",0,0,0,0,0,0,0,0
"ENSG00000260238",0,0,0,0,0,0,0,0
"ENSG00000242252",1,3,1,0,4,0,0,2
"ENSG00000198952",1062,1474,1136,1007,1212,987,1151,1008
"ENSG00000163472",36,51,46,48,56,52,40,27
"ENSG00000163468",1856,2302,1751,1975,1688,1456,1914,1325
"ENSG00000132677",0,0,0,1,1,0,0,0
"ENSG00000207933",0,0,0,0,0,0,0,0
"ENSG00000254726",1434,2094,1407,1403,2779,2290,2311,2032
"ENSG00000186377",23,29,13,14,1,2,1,2
"ENSG00000186160",0,1,0,0,0,0,0,0
"ENSG00000225154",0,0,0,0,0,0,0,0
"ENSG00000225514",0,0,0,0,0,0,0,0
"ENSG00000162366",0,0,0,0,0,0,0,0
"ENSG00000226252",0,0,0,0,0,0,0,0
"ENSG00000186790",0,0,0,0,1,0,1,1
"ENSG00000237424",0,2,0,2,0,0,0,0
"ENSG00000189030",4,2,0,1,6,3,2,5
"ENSG00000162763",14,18,23,21,0,0,0,0
"ENSG00000143061",1218,1846,1509,1201,1116,1264,1190,1040
"ENSG00000203740",0,4,1,1,5,0,1,1
"ENSG00000162374",1248,1647,1382,1332,1589,1827,2163,1467
"ENSG00000168275",39,38,37,29,39,21,41,21
"ENSG00000241563",4,3,2,4,6,9,3,1
"ENSG00000153207",230,371,314,278,331,300,326,221
"ENSG00000156869",14,15,22,14,0,1,0,0
"ENSG00000033122",271,410,315,251,649,669,657,536
"ENSG00000143278",0,0,1,0,0,0,0,0
"ENSG00000116678",113,201,102,85,47,36,64,37
"ENSG00000159352",756,1044,809,875,912,738,793,720
"ENSG00000158710",2305,2850,2141,2086,64,104,112,46
"ENSG00000049239",565,822,577,521,211,187,211,175
"ENSG00000186564",1,0,0,0,0,0,0,0
"ENSG00000244038",1468,2118,1500,1499,914,684,785,709
"ENSG00000116690",1063,1824,918,578,4,3,1,1
"ENSG00000126091",27,39,24,26,40,42,28,37
"ENSG00000171163",244,380,316,302,395,418,401,392
"ENSG00000172456",36,41,42,41,37,14,23,21
"ENSG00000158786",0,0,0,0,0,0,0,0
"ENSG00000118733",106,155,106,106,149,133,176,92
"ENSG00000157870",427,585,386,404,607,504,567,487
